id,representation_id,party,start_date,end_date
73179baf-c90d-4162-a27d-0e6c4dc5f3f4,6f06231a-9f99-42d2-a95f-bb7585afbeb0,Conservative,1950-02-23,1959-10-08
b04c761c-3007-4e9f-8b11-3a803b02f527,173baa7a-79bd-40aa-9c38-a8420883e13f,Conservative,1959-10-08,1964-10-15
bca8dcd7-666a-4fe6-8d7f-61d7b11e3e09,59d2836a-1abb-426f-97ac-916cb39b8299,Conservative,1964-10-15,1966-03-31
0ae50f80-3729-4196-a3d2-fdbba60f81d7,5486f83d-a305-43a8-9b0c-7428694cbd77,Conservative,1966-03-31,1970-06-18
c2a5c564-f7e0-4ebd-a2cb-f8489755f24d,c9c531a7-c4ce-4f89-b0d3-b6699449a160,Conservative,1970-06-18,1974-02-28
da808b4f-cb37-4bc7-ab28-290ee4980af6,dea38f27-4f76-455e-a5f8-f19b617233a0,Conservative,1974-02-28,1974-10-10
df6a5f81-fd30-4408-a582-655899e825dd,0596d5a5-bed3-454a-9013-789536b2de59,Conservative,1974-10-10,1979-05-03
f2fff8ca-2cf6-466a-9038-cc05bbcc0883,265c1db0-3f9d-48a7-8f13-6f2890d930f0,Conservative,1979-05-03,1983-06-09
99d18a71-de51-43c5-9769-baa09f93bc8d,7f3293a5-7d2e-494e-bc85-704612fec561,Non-affiliated,1970-05-27,1995-06-25
198606ba-b052-47fe-ba81-df8e1a2f50cb,a3e15123-d45f-47ef-80a5-33f6fa817ce6,Labour,1992-04-09,1997-05-01
9f699022-9b05-4330-b714-649b3d447e45,dfe2d168-98cd-465c-8c24-17c9479964b3,Labour,1997-05-01,2001-06-07
4f863373-77da-45e1-bfe9-f8f1de2692f0,6a911e05-6ab4-4151-9eee-803e63a79cac,Labour,2001-06-07,2005-05-05
6c3099a0-8d45-44dd-a19b-1bdb78f37854,4f743435-a8c2-4a8f-84cf-86b37810685d,Labour,2005-05-05,2010-05-06
5b74212e-e4ea-43a7-bb79-9edce1c83674,1317400a-97e1-4749-9c79-9f49afc76d1d,Labour,2010-05-06,2015-05-07
35f330c4-97ce-4c7f-a097-c4b66861b031,73966d64-2193-41b2-aba5-daf743bfc373,Labour,2015-05-07,2017-06-08
dd968f38-0aac-4485-9827-db7dd382afd4,ca3fabe1-71a3-4d1c-acf9-eeb25dfcebc6,Labour,2017-06-08,2019-12-12
677c743f-163c-4d3c-9a7f-f875102f924e,17853b8f-5582-48e4-bf96-9cb63a003886,Conservative,2017-06-08,2019-12-12
dc795520-93e9-4d20-b470-0df45bb8e838,ef422de3-e301-4eb6-875e-62922e6e0eae,Conservative,2019-12-12,NULL
ef167222-b373-4e74-8752-12b46bdc672c,d9c75abc-0fe7-4fcf-ae93-3eee440f71c1,Labour,1997-05-01,2001-06-07
c865b85c-950f-4d37-baa2-004a619ec2b5,26249d87-817b-4f8a-a918-d1d903fffe6a,Labour,2001-06-07,2005-05-05
eef4340f-dd9d-4e26-8e3b-233d53933a91,478240da-3404-412a-a359-a3bee828b33a,Labour,2005-05-05,2010-05-06
c7944236-a57f-4f64-b91e-03a2d610fc0d,cc42fd7e-9d55-4bc8-9bf4-fe416c493b68,Labour,2015-05-07,2017-06-08
de3a184b-9b4a-4182-b66d-9747ca25e0ae,37bd8405-b537-4436-b405-44c2cb5d653b,Labour,2017-06-08,2019-12-12
26ffbac7-6acf-45f6-aea5-043686ad1424,25894dab-bbda-453a-8c9f-5141fd86dede,Labour,2019-12-12,NULL
0c1575df-8746-4a3f-a236-0b43502f1c40,ed3c6204-e48c-4f38-9d55-8e7c5c99b720,Conservative,2010-05-06,2015-05-07
58cd7859-403c-4300-95b0-bd9cbaa9321f,e49c99b7-ba20-43b9-b1af-c8131206223f,Labour,1997-11-03,2008-05-20
061b4912-1258-4632-91fb-b530db083496,c2ac1501-6414-4bec-b507-6cf22794b126,Liberal Democrat,1997-05-01,2001-06-07
6600f0a3-9a33-424e-94cc-6f7f7cd2ec77,9cf37962-44bf-4609-84ac-a9548b890a84,Liberal Democrat,2001-06-07,2005-05-05
05259a52-ed08-403e-a81d-01c82939f32f,80898fc2-901d-4a0e-b733-5a04a5d3aafd,Liberal Democrat,2006-05-31,NULL
bc9f7df8-012a-4d44-adff-3ce1e5ff9c03,8540fd68-bda3-416f-8682-326343a39214,Crossbench,2023-10-01,NULL
6f5e6558-1644-4981-aeb2-164ff761cde9,8540fd68-bda3-416f-8682-326343a39214,Non-affiliated,2017-10-30,2023-09-30
2226803b-4559-4a7d-8182-271a2b5e2014,8536057b-ac5c-469c-ad62-720427d38911,Labour,2001-06-07,2005-05-05
8fd40189-3976-4451-857d-f3640d462f0c,7d90ef69-4c66-4d2f-8206-bb019298371d,Labour,2005-05-05,2010-05-06
bc816020-30b2-4ca9-ab57-fe563319cbc5,78f3ab55-b10e-42be-88a2-5962122d8af8,Labour,2010-05-06,2015-05-07
c4a4a767-e83d-4fa7-8d4d-caab70deb045,fa7b04c0-e5b3-45a7-9c7d-9b16434b5723,Labour,2015-05-07,2017-06-08
f0740dda-33c8-4ba5-9866-30611c2e2ce7,f1ec9222-7fe8-45ef-9860-53e9b1804fd2,Conservative,1964-04-09,1993-06-18
29202ce6-e946-44f4-8a56-0d74cdccc003,10711d95-0488-4a40-8aa6-a3db4df0503e,Conservative,1993-10-26,2005-01-01
c5f2378f-8737-4bdd-81af-491c2b5e311a,1df4a425-591e-4d83-a5bb-f120a01dba84,Conservative,2010-05-06,2015-05-07
df4ac6b2-83c6-4558-aa52-80277fc7674b,fbb93521-d89d-4916-aab9-a811d9afb55c,Conservative,2015-05-07,2017-06-08
495c1914-272f-4765-bc20-207e2ca1db29,215ddde4-c776-4eea-a59b-61061472bae9,Conservative,2017-06-08,2019-12-12
c3534275-5333-4f1c-ab9d-3e4d3e4ed0e2,2e983e65-ac98-4583-8ce0-705fb817542e,Conservative,2019-12-12,2022-10-07
8eb96b7c-4c59-4d91-af36-7d881cd2f735,2e983e65-ac98-4583-8ce0-705fb817542e,Independent,2022-10-07,2022-12-02
7f5c0b40-9c3a-469b-a757-845ed50ea578,2e983e65-ac98-4583-8ce0-705fb817542e,Conservative,2022-12-02,NULL
2d47fd1d-6d1c-4042-80cc-560b4631f20b,4f6869ed-badf-40c4-a34c-f808e3c2d1a4,Crossbench,1998-07-20,NULL
8542bf85-8f53-40e9-8234-b6de5a169f7a,6f197ae8-16f3-44fc-ace1-f6a591040f8e,Conservative,1987-06-11,1992-04-09
f72323b4-5aa4-4c00-85a7-35b3e2562f23,17547353-7594-49d0-9bb8-2f813f378824,Conservative,1992-04-09,1997-05-01
4ed3dbf2-f151-40d3-82f0-700ef04bb249,5456405b-ce02-43b7-8e0a-70f6c518e621,Conservative,1997-05-01,2001-06-07
cf70954d-e5ef-48ab-bdf6-5a58cd1cef76,08cf0dfa-2b72-420c-9bb5-03a61bc20e1d,Conservative,2001-06-07,2005-05-05
6fccec77-c697-4f19-a65a-a9366eefe8a0,93845f6d-5275-4474-beb1-c1735bcebd16,Conservative,2005-05-05,2010-05-06
367a47eb-8414-4250-841e-5831f760584c,150cb6a5-a278-40fd-a79d-99e97415d310,Conservative,2010-05-06,2015-05-07
a72361cc-f0bd-443f-9c7a-87f961aece3c,3c93e106-e464-44e7-9b05-d0e3fcd231a1,Conservative,2015-05-07,2017-06-08
0465d179-7529-4168-9c2e-af45ce5ec0a3,16395dd9-4e7a-40d5-bf35-03fdab8523a8,Ulster Unionist Party,2001-06-07,2005-05-05
d5c9ceb4-4939-4b3c-a687-dab01cc08b21,16395dd9-4e7a-40d5-bf35-03fdab8523a8,Independent Unionist,2003-06-23,2005-05-05
6c4d4e30-8ce5-4ab0-b7ce-57e681c2c335,16395dd9-4e7a-40d5-bf35-03fdab8523a8,Ulster Unionist Party,2004-01-09,2005-05-05
7690a760-a02d-44f1-99f5-3eb964e497f9,6ce10ffa-e34c-496d-9d75-87a7f88b95ed,Conservative,2005-05-05,2010-05-06
232384e3-dde7-41bf-9763-4679d91e25ae,31f13905-cacc-46d4-8581-c13604d973de,Conservative,2010-05-06,2015-05-07
a75f762d-2f5f-41f4-9e15-1e844450f277,2d4fddee-619c-4318-9878-11e6bdff82f1,Conservative,2015-05-07,2017-06-08
ff2ab765-221a-4f7a-b749-a40fea649c59,6873c9e4-9cc5-4851-a816-3343df85b4ca,Liberal Democrat,1997-05-01,2001-06-07
9f52772f-1ad1-4f17-986a-0a33653f8a4c,96b403b2-db24-4068-b94e-75d2b16b9bfa,Liberal Democrat,2001-06-07,2005-05-05
6fef43b7-022f-4f51-97e1-32851fdf9788,b38e2ecf-946a-4bc8-bd2e-28a4d7924ac1,Liberal Democrat,2005-05-05,2010-05-06
92487757-308d-431d-9561-ea4eedaf6048,87558cef-b65d-4057-97d4-4fc68bdf4492,Liberal Democrat,2010-05-06,2015-05-07
3d08fa78-cadb-40e0-8f4c-9aadf8746d94,6b194459-3054-4cfa-bc3a-9ca80975940d,Conservative,1983-06-09,1987-06-11
3f846ee1-266f-4244-9948-0e608311c910,7547a0d1-b3ee-471e-98c7-7f72b086d5e6,Conservative,1987-06-11,1992-04-09
697488d6-42a3-455c-bf89-080b5eb119d5,0bae0157-19ea-42e8-82fb-0bb867a7645f,Conservative,1992-04-09,1997-05-01
9e3f0cd7-e5c8-41c2-ac78-518062e6373c,a030e1a1-0093-45e7-96c6-6c14c317b2c2,Conservative,2001-06-07,2005-05-05
8fe3e34c-da60-4755-8b36-5bba24b0036e,6c624ad8-2e94-4098-a7ba-ed59ea7bc857,Conservative,2005-05-05,2010-05-06
fc748c5f-032c-4005-aef2-0daf936c4e7f,74d3f5bd-f11c-4506-8087-a8b7531d9569,Conservative,2010-05-06,2015-05-07
880a6116-83a6-4f12-9d8b-ba7a4bf6506d,5f4d825a-3651-46b3-9b4d-4abb40fed83b,Conservative,2015-05-07,2017-06-08
4e631c0a-0c82-4023-87c7-6a0cf57e45f9,caa07fe5-87c3-4501-b993-bfce4822cfde,Conservative,2017-06-08,2019-09-04
af0a882d-ddcc-4d50-bd93-4a212b1fdb1d,caa07fe5-87c3-4501-b993-bfce4822cfde,Independent,2019-09-04,2019-10-30
fb3a1d22-9102-44ac-9189-3625fa2a961a,caa07fe5-87c3-4501-b993-bfce4822cfde,Conservative,2019-10-30,2019-12-12
65f7e78d-a038-4336-97a0-976f59105a50,0a237ad3-a439-4b25-9d27-9075c311a605,Liberal Democrat,2005-05-05,2010-05-06
b4170d97-3914-48d3-8d0b-38dae7898bb7,ca1df246-2aec-43d8-aa7e-80f4eb6c381d,Liberal Democrat,2010-05-06,2015-05-07
1d67cbcc-14ca-41d9-9768-e87e345007b7,56e70b2a-0211-495c-b67f-596352932789,Liberal Democrat,2015-10-09,NULL
a9af5c86-f8e8-48f5-817a-d1f18de0d2b4,76a84d71-da42-4841-93bf-7f7e819d06b0,Conservative,1963-07-17,1999-11-11
1c021e3e-0eea-45ff-baa3-dc181228e6ce,695e096b-7f45-4f60-bfc6-9dfa9e07d6b0,Crossbench,1962-04-12,1991-10-06
fca6dc1a-8c0c-45cd-880a-79eef9af4fcd,5399e149-ea56-44b9-8509-b04368eec7cf,Conservative,1998-07-23,NULL
779bd0da-34a2-422e-8682-4959e59ffe09,592c4f51-40b0-4bc8-bd03-f70d1ba17148,Conservative,1979-05-03,1983-06-09
ccee55e2-9dff-473b-b45f-fa84a9332bfd,23ef938a-ace1-4e89-9ad3-e6f257d13baa,Conservative,1983-06-09,1987-06-11
a2cdc72a-23be-4113-9e79-892fa3e7777d,5758073e-acb8-46ae-9b88-090016d31b0c,Conservative,1987-06-11,1992-04-09
a3ee8e03-bb96-4f53-a8a6-9957407d85b4,030f9ef6-df3d-4870-bf7a-c2748f583949,Conservative,1992-04-09,1997-05-01
f0fb339f-22cf-482b-90b6-21ffdb61cbfd,5763fa51-4eae-4b67-aa41-03c14255171a,Other,1958-03-12,1993-07-21
cd121d9e-c9f6-4825-b998-2e686b4c7c7c,446b172a-5aa3-4756-9f08-55c924db2b63,Non-affiliated,1993-07-21,1999-11-11
555e08f3-b857-453a-9de9-e9b2003c5214,ad7d60c8-3166-4d21-a5d2-457c3fbbb1c7,Conservative,1970-06-18,1974-02-28
d3f9b3e9-2cc8-4ea6-9e90-bea496d19a13,70903bc6-9a26-4dcf-8ef2-3eaf863310e8,Conservative,1974-02-28,1974-10-10
5389db46-e4f1-4bf6-ad01-a6b9423a098f,ac180d71-4354-4874-a34a-dec0b739f4c1,Conservative,1974-10-10,1979-05-03
6c4b0488-e1ed-4112-a7ef-988a9bc03c32,dda600ca-a557-4c5a-8af8-e17fcd7a5424,Conservative,1979-05-03,1983-06-09
340a2a1f-1f4f-4223-8561-6689c97d8bef,fe937951-cb51-4749-b573-a7bb2ed2635f,Conservative,1983-06-09,1987-06-11
82826e8f-6140-410c-8e60-f9ed49189aab,7a42aca9-6154-46dd-ad40-5f07960f2659,Labour,1997-05-01,2001-06-07
ebc76b6b-c515-41e3-a989-1653db760064,ec8ce9f2-de90-4020-a49e-4fa7d7d01707,Conservative,1987-06-11,1992-04-09
e8cd4aa5-6b5d-4b79-b93e-2551a06c13ad,a1554739-10c2-4058-822b-073913e95707,Labour,2005-05-05,2010-05-06
40010366-b6a7-4bab-8962-a57b24453c83,678a00a2-a8a6-4b3b-b1b3-3117bbf30b41,Labour,2015-05-07,2017-06-08
65affe12-2af1-44b3-9e61-345d1192fa1e,5e20075f-3b74-4152-a473-8c3a0c2b2517,Labour,2017-06-08,2019-12-12
16af236d-4fd6-4be1-906f-b1c92c048465,7402d675-22ed-4aa9-9131-052ccbe19910,Labour,2019-12-12,NULL
6e0eb2d2-1681-497d-9bbe-4e5d80ddec91,83cae278-318f-4d0f-af99-4683a319f489,Conservative,1992-04-09,1997-05-01
67b3780a-8c56-4291-913b-4c2f317a6a67,bdb757e6-4865-4352-96c7-90c588734206,Conservative,2019-12-12,NULL
0c983d9d-927d-4129-b942-7e351b551a5a,d59f9523-4dc7-4728-895c-af7fa421f26c,Crossbench,1998-02-12,NULL
92bf521d-8f6d-414d-8a52-cb3bcf7d6d1e,3ef41ea4-969f-481c-8066-fb5d4b3bf5c8,Crossbench,2006-06-13,NULL
c5992e8c-1ab8-4457-8c5f-2b473653b391,88dd0ad3-3f18-40c4-8997-05535d9de544,Conservative,1988-11-09,2000-07-22
16f63079-3ba1-4850-bf72-a569d116f82b,8ac1d566-5332-450d-aa0b-1d46b58adab6,Conservative,1983-06-09,1987-06-11
e2cc3bb7-ae38-4d38-9f95-0e8e27cb5110,27f70744-7a57-41f1-bd31-8492c616779d,Conservative,1987-06-11,1992-04-09
d1616a70-1504-42c3-b3ce-0b59aed0df3a,1406433f-a4ef-4352-9ddf-3acb90541500,Conservative,1992-04-09,1997-05-01
95ec9f55-3a05-46b4-9b71-2cbc874b2719,bf2a7108-25cf-48eb-8e37-307dbba45e4d,Conservative,1997-05-01,2001-06-07
40ef3fcd-27a4-49cb-bbea-5fa31b8957b0,c4f7bcba-6855-4ca3-a5ee-923a3eaeb83a,Conservative,2001-06-07,2005-05-05
197c90eb-f480-4a09-a7c3-8cf28be2cf6d,71bb7e23-41d9-4ac2-90ae-232583957af4,Conservative,2005-05-05,2010-05-06
38f0e91b-8f6a-4698-a273-5c1edd2811ea,85d97ca6-cda5-4f5d-983a-f44cb15a6cd9,Conservative,1985-06-05,2003-06-19
b61972d9-708e-4d91-b1d9-677e54d436cc,1928e110-e0ca-43c4-a281-5f368d67f19b,Conservative,1965-01-21,1966-03-31
8117a6bd-6c64-478c-99a8-f785cf56e1b2,b5f8e749-68a8-41dc-893a-9b6cb3bfc2ae,Conservative,1979-05-03,1983-06-09
ffae1b03-7aef-43df-af6a-fd36144ae3ae,b5f8e749-68a8-41dc-893a-9b6cb3bfc2ae,Conservative,1983-06-09,1987-06-11
04eae97a-397f-4f78-9042-10da9fa71a26,b5f8e749-68a8-41dc-893a-9b6cb3bfc2ae,Conservative,1987-06-11,1992-04-09
6d70e459-8dd3-4df9-a251-f9db56071385,b5f8e749-68a8-41dc-893a-9b6cb3bfc2ae,Conservative,1992-04-09,1997-05-01
9a26ffbb-daff-4e8e-8cc9-6318f032e030,b5f8e749-68a8-41dc-893a-9b6cb3bfc2ae,Conservative,1997-05-01,2001-06-07
0da2ec6f-033d-4c2e-997d-281ef64bf6c6,b5f8e749-68a8-41dc-893a-9b6cb3bfc2ae,Conservative,2001-06-07,2005-05-05
0c116af2-6253-4fb6-81c5-a189950f5227,b5f8e749-68a8-41dc-893a-9b6cb3bfc2ae,Conservative,2005-05-05,2010-05-06
db6c6e51-4e7c-419f-b9fa-fcf235995814,15b81a2e-4b93-461b-88ea-752dfebb6c13,Labour,1992-04-09,1997-05-01
1157071d-c614-40f7-a40d-a5db019752c3,64aacec8-a2ba-4ca9-bf84-e91e72102f14,Labour,1997-05-01,2001-06-07
0bae9305-acd7-4ab9-9edb-95974a20273d,028a15c9-720b-483f-b612-bc9c7c5fca35,Labour,2001-06-07,2005-05-05
76ef0806-85a4-4f94-8a4a-964588fc2397,b09d60de-8e39-4a5e-9331-7f01515945e5,Labour,2005-05-05,2010-05-06
936c0d68-1bea-4275-a5e1-97df82f2f2c7,b09d60de-8e39-4a5e-9331-7f01515945e5,Independent,2010-03-22,2010-05-06
89b337f3-bd60-4da8-8d33-37324364538c,3e5231e4-d605-4686-8a44-be8433a421fe,Conservative,1996-10-15,2020-05-05
a1226ec7-3f62-4f42-9066-4e689167eb9e,005a0055-e038-4800-b1a8-1fc36aef0a0a,Conservative,2010-05-06,2015-05-07
d4973aa8-cce3-44fa-ae94-57a4fae40298,273d0385-e952-404c-a9ea-bdfa4ba78e11,Labour,2019-12-12,NULL
0524cfca-ed60-4a6c-a9a3-3f61e93a3401,e26d1868-88a0-4e1c-a1c5-cc15fc5e98d1,Labour,2004-07-15,2005-05-05
893ea15b-7800-41b7-9fb4-a2a6c940eb8d,a2093cd3-ceed-4465-b195-c2049f7fa09e,Labour,2005-05-05,2010-05-06
ada768f8-dccd-4c25-a0c0-46623f0031d4,d094f6c1-8d11-44ed-8b8f-e0d310fb3caf,Labour,2010-05-06,2015-05-07
9ad187dc-dfce-4696-8be6-a3f479a86348,e4dd6936-6940-4a6a-b4f9-9c06f0f20394,Labour,2015-05-07,2017-06-08
314ea734-2b20-4520-a365-911cef00bdf2,9b2dcede-388a-46ed-a6a7-d43b42847319,Labour,2017-06-08,2019-12-12
55844c13-9746-4867-937f-36d774779345,f379ff40-e3d1-4232-acaf-f136669eccc6,Labour,2019-12-12,NULL
86f86591-4f8a-453a-ae50-4d100ce91126,181fcb69-7beb-4886-b452-77f375a38931,Conservative,1986-07-17,1989-06-15
fddb0aa5-799d-44bc-b286-a24b014a4173,1443dc45-ae7d-4adc-be7e-2452eecf49b4,Conservative,1989-10-10,1999-11-11
5d62dcad-e6df-490c-9e44-354d3009b99e,1ffe4e8a-c423-41b2-8a5a-f6896f24349f,Liberal Democrat,1997-05-01,2001-06-07
4a570ecc-cffe-4f84-b5df-aa5f48dd85fe,41126f31-9fd5-4fbb-b16f-873cbc526eb4,Liberal Democrat,2001-06-07,2005-05-05
f70b510e-600f-4b10-8f5b-6ff935c9a71b,853a45f9-0ba1-4eac-8ab3-8e3ec4b83433,Liberal Democrat,2005-05-05,2010-05-06
1a4156a8-481d-4a4d-8b23-b9b6fac4069b,cd8cc032-5607-44e8-a297-2d9281cdf2bb,Liberal Democrat,2010-05-06,2015-05-07
e11cc686-4fe8-43dc-9c84-a53f63409f02,c9935f50-d7a2-4d6e-b09e-dfe8773f35b7,Liberal Democrat,2017-06-08,2019-12-12
26dbc3d1-7609-4095-a3f2-dbed5339dc71,834fa70a-fca5-4e76-b0b3-9b53e8d26e02,Labour,1983-06-09,1987-06-11
7da982f2-6ce4-43c8-bbd7-00e172765d54,fef08e91-5a58-4aa2-8bca-c38b824904f5,Labour,1987-06-11,1992-04-09
beec8b03-6ccb-4107-913e-59eb19b9eedd,00beaae1-7620-4079-a323-adba36f25ec3,Labour,1992-04-09,1997-05-01
43294c47-a62a-43c6-9eb5-8d1e5f29cb72,c7225919-31c3-4a4e-9544-f072ef5308fa,Labour,1997-05-01,2001-06-07
98a78efc-5bbb-4a7b-bf14-b4fbd1de2cf8,75d1c456-e2f1-4380-896e-9f9d99ffb0b2,Labour,2001-06-07,2005-05-05
b1714d9e-2b89-46d3-b379-a7299e0598b2,f7421cea-ea1f-4ea2-8068-75cc3f36ac1e,Labour,2005-05-05,2010-05-06
dabc5969-dfd7-4cf8-b025-3d66c52e3d9f,29a32577-d6a0-4e27-9298-94035f69b832,Crossbench,1965-06-23,1990-10-31
3bc5379e-ed5e-4f7f-9ff0-67ef4f866e8d,c4e32835-f306-42cb-81f9-974d2724e4d1,Conservative,1979-05-03,1983-06-09
ee149e3e-3079-4727-af99-b08b782d5b7e,5f2305f8-b136-4e73-b65b-46d006f2983f,Labour,2015-05-07,2017-06-08
ccb34f14-bade-4a3e-ac44-766f6195912d,6863e778-1a5a-4866-9d9a-ec7651611ad9,Labour,2017-06-08,2019-12-12
baf9497b-6231-49dc-9df3-e7f7e5298274,b85fada1-903c-4545-8d6b-e9f2769c9607,Labour,2019-12-12,NULL
37e2f148-3cc7-4912-b00a-b9afcecb1a63,f5b832f8-b56b-4ce1-9fb3-6fa4490ba481,Conservative,1992-05-19,1999-11-11
a75de00e-8d82-45f2-9408-3914f696facf,b6af4e6b-926f-40a0-bf4a-4497fb7e4969,Other,1937-11-18,1997-07-04
5fc4c07c-f49e-4788-9516-8e97f4d8364d,c61d91da-cc94-477c-8456-5d743fdf66de,Conservative,1997-11-13,1999-11-11
3f4748d6-a318-42f4-91dd-97317254643c,b890ad1e-58c4-413a-a97d-8d28d1a32561,Conservative,2016-09-02,NULL
b2605480-c5f4-444a-8f6d-fab78535483a,9199bf28-5413-4384-a25a-d21900fdc70f,Conservative,2010-05-06,2015-05-07
212c5d54-6fd7-4f02-b53b-b2e410104e8f,0213554e-393d-4662-9ce6-3cd4f81a8d05,Conservative,2015-05-07,2017-06-08
ab75b302-eb11-4ff7-9769-b4d4362e0128,8519cde7-192e-4025-9c99-44c913979704,Conservative,2017-06-08,2019-12-12
a78d8c63-d3d0-4bf7-af01-510a5a39a82b,7cc7500c-89d4-44b6-b0c3-54ed027b29b4,Conservative,2019-12-12,NULL
dcc4f6eb-59b2-4ebf-a77d-61e578db6f64,8380f401-dcec-4b69-ab64-bdaf5befef68,Labour,2001-06-07,2005-05-05
8db8a94e-3f49-4b0c-a345-2741b6ad0009,e6029804-16d7-45fe-a718-6fe5eda4afca,Labour,2005-05-05,2010-05-06
da662a40-7e6a-4e3b-a7f8-debb51bf14db,465dd40f-c441-4167-ae46-699ffc62c362,Labour,2010-05-06,2015-05-07
8b802bdf-f8cc-49fa-942e-eb905feb5203,85e615bf-4ae1-4d5b-8480-237923bdd660,Conservative,1947-07-02,1989-03-21
fe126d6d-86f0-491d-bc7b-9e828126f795,16a6fc49-e449-4382-ad68-eb7fb65719bb,Crossbench,1989-11-09,1999-11-11
9edd2fd7-9e4d-4655-9fec-cbe60dda7ece,3b8a2297-9d95-4b7e-a0ee-04b9c0ef2346,Conservative,1969-12-02,NULL
717817d9-d84a-4b88-9258-09a95027e412,0dad853a-c7b7-4e5d-b6a6-dd973f51416e,Conservative,1999-09-20,1999-11-11
d6c3d7f9-c964-4caf-8bd0-44e5fe16bafd,acf94927-1ee0-4314-a9d5-24f64d508f9b,Conservative,1948-02-05,1999-09-20
84362ee4-d61e-4248-9ada-11562c9f3dd2,f9bc4f09-a99c-4d2b-8664-798e00e173bf,Scottish National Party,2019-12-12,NULL
1573c365-a8ff-4fa0-a655-8a55953ad67c,7c248a5c-65e1-4ab7-8086-fb9117f6c228,Labour,1974-02-28,1974-10-10
47f84229-f022-4014-9433-f8aa94d43616,4345a26f-cedc-4297-96c2-e6f4074716ab,Labour,1974-10-10,1979-05-03
303800a8-304a-4354-94a0-fd0bb035cdd3,1afa4d29-f101-429c-98fe-0873966b1b31,Labour,1979-05-03,1983-06-09
14ddd6e7-e722-420f-8a16-10ae39a09b32,581acd4d-82e9-4440-9c8c-5784dbe4498d,Labour,1983-06-09,1987-06-11
1ab95a0a-8237-4211-8234-d02aca897254,23bee9aa-c1b5-4aaa-9c17-da6134c21aea,Labour,1987-06-11,1992-04-09
ce13094c-2842-4d0d-bec4-09e811f15a7f,aa4b0972-7630-4dbe-9991-f74d50d14bc6,Labour,1992-04-09,1997-05-01
e45c4122-12a8-46ac-93ba-3134682b8816,86cd36b6-3664-4554-8518-98233ea2a409,Labour,1974-02-28,1974-10-10
5f5780f7-8400-4c80-add1-1d4644d921b5,8153155e-72a1-499c-88df-814fa9f21346,Labour,1974-10-10,1979-05-03
b2e42de6-56ce-4908-9e3e-c22a5e28fb9a,0cc4f551-8a80-4aeb-9987-22c858572d59,Labour,1979-05-03,1983-06-09
b4c99b90-0883-4cb5-9308-ad8aee55df1b,8f3f8e1f-50e2-47e3-acaa-358045b0b875,Labour,1983-06-09,1987-06-11
09cfe0cd-c056-480e-a9c7-64c7dbb24206,a3b0d352-dc02-46eb-9ee3-cf02b746a43f,Labour,1987-11-05,2005-03-26
b7f27e42-5366-444d-a85a-d68fdbc468db,2852754b-773b-4cd0-a510-b71dd9b78e2c,Conservative,2014-09-24,NULL
6d740398-ed95-424d-b358-5afc2db4e6be,f4725366-ef19-48c5-a657-d0d923b715f4,Other,1948-10-27,1997-05-23
b1f66eb8-2784-4ca3-bf57-020d2248ca1f,f9726ba7-dc8d-4699-8324-d062ccb66ea9,Liberal Democrat,2001-06-07,2005-05-05
7711edc2-088a-4e68-9129-03bb07b42d9b,65b3e82e-49f1-4992-ae16-2830e3aac75a,Liberal Democrat,2005-05-05,2010-05-06
56bfc1a0-507e-4aa3-8937-7cb086a40045,59bff0ca-dd07-4d4c-b0a3-9b3fa9ddb406,Liberal Democrat,1997-01-16,1999-11-11
afcc5110-6792-453a-84fa-c30ba08435f0,768ac5f9-a179-4d56-bd0e-d0aa105f154a,Conservative,1986-03-17,1999-11-11
c8f712f7-2aae-42a5-a40f-1de7c72b1283,ac81fa96-9aa3-48c9-92cb-e7a3c8834724,Scottish National Party,2015-05-07,2017-06-08
1127da54-5a9f-42f5-8e32-f5e0eed0d4be,137a86d5-3363-4a73-a18b-666fde154ca3,Scottish National Party,2017-06-08,2019-12-12
c1f906b8-4900-4bf7-bede-26b793be6882,33d9822b-0d16-445d-aea0-bfe660599e02,Scottish National Party,2019-12-12,2023-10-13
dabd970a-af72-4e90-bd3d-cf627f729036,33d9822b-0d16-445d-aea0-bfe660599e02,Conservative,2023-10-13,NULL
dd041078-c235-4e15-90d4-b1955db65e78,92888f50-631c-4c3a-8e22-779383aa16f1,Conservative,2001-06-07,2005-05-05
eeaf1052-994d-42ce-a0d4-c3219982e26c,1824df21-8031-4c56-9893-1f66f76087af,Conservative,2005-05-05,2010-05-06
a788a5e6-5cbc-48e6-85be-76886d12b6f9,25e26764-363b-4f45-b132-86b172d3925a,Conservative,2010-05-06,2015-05-07
f89b64e0-2cf7-4727-bf28-bb343df9341a,29796e3c-3a51-4f10-88f2-9ce076dfe7b8,Conservative,2015-05-07,2016-09-12
6975af0c-c212-4329-adb9-a9cba473f51e,ecb2d42a-14dd-479f-8bb3-ebd132eb8e37,Conservative,2023-11-17,NULL
b652c471-4986-4bd3-b450-efe523b3061f,cb4f2f93-856b-4e29-b2db-cc2744970066,Crossbench,2004-06-29,NULL
61ae5817-27e1-4cff-a97d-3e8eb66475ca,0e564560-b465-4a6f-97de-926106a24418,Crossbench,1984-06-08,2016-04-21
9bbad7e2-51cf-4779-93e1-d7e67b4e747c,21d68b23-99fd-4e59-9046-67653ebd6bad,Crossbench,1976-07-29,1999-11-11
